date,fx,ffr,cpi,bi
2024-09-04,15490,5.5,119.74638518238727,6.25
2024-09-05,15410,5.5,119.74638518238727,6.25
2024-09-06,15372,5.5,119.74638518238727,6.25
2024-09-09,15446,5.5,119.74638518238727,6.25
2024-09-10,15447,5.5,119.74638518238727,6.25
2024-09-11,15415,5.5,119.74638518238727,6.25
2024-09-12,15421,5.5,119.74638518238727,6.25
2024-09-13,15405,5.5,119.74638518238727,6.25
2024-09-17,15338,5.5,119.74638518238727,6.25
2024-09-18,15350,5.5,119.74638518238727,6.0
2024-09-19,15287,5.0,119.74638518238727,6.0
2024-09-20,15100,5.0,119.74638518238727,6.0
2024-09-23,15191,5.0,119.74638518238727,6.0
2024-09-24,15186,5.0,119.74638518238727,6.0
2024-09-25,15092,5.0,119.74638518238727,6.0
2024-09-26,15171,5.0,119.74638518238727,6.0
2024-09-27,15138,5.0,119.74638518238727,6.0
2024-09-30,15144,5.0,119.74638518238727,6.0
2024-10-01,15204,5.0,119.84218229053316,6.0
2024-10-02,15247,5.0,119.84218229053316,6.0
2024-10-03,15394,5.0,119.84218229053316,6.0
2024-10-04,15495,5.0,119.84218229053316,6.0
2024-10-07,15680,5.0,119.84218229053316,6.0
2024-10-08,15671,5.0,119.84218229053316,6.0
2024-10-09,15607,5.0,119.84218229053316,6.0
2024-10-10,15658,5.0,119.84218229053316,6.0
2024-10-11,15609,5.0,119.84218229053316,6.0
2024-10-14,15581,5.0,119.84218229053316,6.0
2024-10-15,15555,5.0,119.84218229053316,6.0
2024-10-16,15536,5.0,119.84218229053316,6.0
2024-10-17,15516,5.0,119.84218229053316,6.0
2024-10-18,15466,5.0,119.84218229053316,6.0
2024-10-21,15465,5.0,119.84218229053316,6.0
2024-10-22,15560,5.0,119.84218229053316,6.0
2024-10-23,15620,5.0,119.84218229053316,6.0
2024-10-24,15593,5.0,119.84218229053316,6.0
2024-10-25,15629,5.0,119.84218229053316,6.0
2024-10-28,15729,5.0,119.84218229053316,6.0
2024-10-29,15760,5.0,119.84218229053316,6.0
2024-10-30,15732,5.0,119.84218229053316,6.0
2024-10-31,15705,5.0,119.84218229053316,6.0
2024-11-01,15723,5.0,120.20170883740475,6.0
2024-11-04,15751,5.0,120.20170883740475,6.0
2024-11-05,15766,5.0,120.20170883740475,6.0
2024-11-06,15840,5.0,120.20170883740475,6.0
2024-11-07,15767,5.0,120.20170883740475,6.0
2024-11-08,15671,4.75,120.20170883740475,6.0
2024-11-11,15677,4.75,120.20170883740475,6.0
2024-11-12,15771,4.75,120.20170883740475,6.0
2024-11-13,15782,4.75,120.20170883740475,6.0
2024-11-14,15873,4.75,120.20170883740475,6.0
2024-11-15,15888,4.75,120.20170883740475,6.0
2024-11-18,15848,4.75,120.20170883740475,6.0
2024-11-19,15816,4.75,120.20170883740475,6.0
2024-11-20,15858,4.75,120.20170883740475,6.0
2024-11-21,15942,4.75,120.20170883740475,6.0
2024-11-22,15911,4.75,120.20170883740475,6.0
2024-11-25,15864,4.75,120.20170883740475,6.0
2024-11-26,15930,4.75,120.20170883740475,6.0
2024-11-28,15864,4.75,120.20170883740475,6.0
2024-11-29,15856,4.75,120.20170883740475,6.0
2024-12-02,15905,4.75,120.73059635628934,6.0
2024-12-03,15950,4.75,120.73059635628934,6.0
2024-12-04,15957,4.75,120.73059635628934,6.0
2024-12-05,15892,4.75,120.73059635628934,6.0
2024-12-06,15848,4.75,120.73059635628934,6.0
2024-12-09,15861,4.75,120.73059635628934,6.0
2024-12-10,15874,4.75,120.73059635628934,6.0
2024-12-11,15905,4.75,120.73059635628934,6.0
2024-12-12,15939,4.75,120.73059635628934,6.0
2024-12-13,15987,4.75,120.73059635628934,6.0
2024-12-16,16019,4.75,120.73059635628934,6.0
2024-12-17,16050,4.75,120.73059635628934,6.0
2024-12-18,16100,4.75,120.73059635628934,6.0
2024-12-19,16277,4.5,120.73059635628934,6.0
2024-12-20,16270,4.5,120.73059635628934,6.0
2024-12-23,16159,4.5,120.73059635628934,6.0
2024-12-24,16208,4.5,120.73059635628934,6.0
2024-12-27,16251,4.5,120.73059635628934,6.0
2024-12-30,16162,4.5,120.73059635628934,6.0
2024-12-31,16157,4.5,120.73059635628934,6.0
2025-01-02,16236,4.5,119.81304382398153,6.0
2025-01-03,16217,4.5,119.81304382398153,6.0
2025-01-06,16193,4.5,119.81304382398153,6.0
2025-01-07,16169,4.5,119.81304382398153,6.0
2025-01-08,16201,4.5,119.81304382398153,6.0
2025-01-09,16238,4.5,119.81304382398153,6.0
2025-01-10,16194,4.5,119.81304382398153,6.0
2025-01-13,16281,4.5,119.81304382398153,6.0
2025-01-14,16265,4.5,119.81304382398153,6.0
2025-01-15,16311,4.5,119.81304382398153,5.75
2025-01-16,16378,4.5,119.81304382398153,5.75
2025-01-17,16373,4.5,119.81304382398153,5.75
2025-01-20,16372,4.5,119.81304382398153,5.75
2025-01-21,16331,4.5,119.81304382398153,5.75
2025-01-22,16327,4.5,119.81304382398153,5.75
2025-01-23,16276,4.5,119.81304382398153,5.75
2025-01-24,16200,4.5,119.81304382398153,5.75
2025-01-30,16259,4.5,119.81304382398153,5.75
2025-01-31,16312,4.5,119.81304382398153,5.75
2025-02-03,16453,4.5,119.23794121362641,5.75
2025-02-04,16365,4.5,119.23794121362641,5.75
2025-02-05,16308,4.5,119.23794121362641,5.75
2025-02-06,16330,4.5,119.23794121362641,5.75
2025-02-07,16325,4.5,119.23794121362641,5.75
2025-02-10,16350,4.5,119.23794121362641,5.75
2025-02-11,16380,4.5,119.23794121362641,5.75
2025-02-12,16364,4.5,119.23794121362641,5.75
2025-02-13,16365,4.5,119.23794121362641,5.75
2025-02-14,16285,4.5,119.23794121362641,5.75
2025-02-17,16208,4.5,119.23794121362641,5.75
2025-02-18,16275,4.5,119.23794121362641,5.75
2025-02-19,16357,4.5,119.23794121362641,5.75
2025-02-20,16344,4.5,119.23794121362641,5.75
2025-02-21,16300,4.5,119.23794121362641,5.75
2025-02-24,16303,4.5,119.23794121362641,5.75
2025-02-25,16316,4.5,119.23794121362641,5.75
2025-02-26,16387,4.5,119.23794121362641,5.75
2025-02-27,16431,4.5,119.23794121362641,5.75
2025-02-28,16575,4.5,119.23794121362641,5.75
2025-03-03,16506,4.5,121.20536724365122,5.75
2025-03-04,16443,4.5,121.20536724365122,5.75
2025-03-05,16371,4.5,121.20536724365122,5.75
2025-03-06,16315,4.5,121.20536724365122,5.75
2025-03-07,16336,4.5,121.20536724365122,5.75
2025-03-10,16326,4.5,121.20536724365122,5.75
2025-03-11,16430,4.5,121.20536724365122,5.75
2025-03-12,16453,4.5,121.20536724365122,5.75
2025-03-13,16428,4.5,121.20536724365122,5.75
2025-03-14,16392,4.5,121.20536724365122,5.75
2025-03-17,16379,4.5,121.20536724365122,5.75
2025-03-18,16432,4.5,121.20536724365122,5.75
2025-03-19,16528,4.5,121.20536724365122,5.75
2025-03-20,16481,4.5,121.20536724365122,5.75
2025-03-21,16501,4.5,121.20536724365122,5.75
2025-03-24,16561,4.5,121.20536724365122,5.75
2025-03-25,16622,4.5,121.20536724365122,5.75
2025-03-26,16588,4.5,121.20536724365122,5.75
2025-03-27,16566,4.5,121.20536724365122,5.75
2025-04-08,16849,4.5,122.62347004040195,5.75
2025-04-09,16943,4.5,122.62347004040195,5.75
2025-04-10,16779,4.5,122.62347004040195,5.75
2025-04-11,16805,4.5,122.62347004040195,5.75
2025-04-14,16773,4.5,122.62347004040195,5.75
2025-04-15,16815,4.5,122.62347004040195,5.75
2025-04-16,16845,4.5,122.62347004040195,5.75
2025-04-17,16833,4.5,122.62347004040195,5.75
2025-04-21,16808,4.5,122.62347004040195,5.75
2025-04-22,16862,4.5,122.62347004040195,5.75
2025-04-23,16880,4.5,122.62347004040195,5.75
2025-04-24,16884,4.5,122.62347004040195,5.75
2025-04-25,16829,4.5,122.62347004040195,5.75
2025-04-28,16862,4.5,122.62347004040195,5.75
2025-04-29,16787,4.5,122.62347004040195,5.75
2025-04-30,16679,4.5,122.62347004040195,5.75
2025-05-02,16493,4.5,122.16976320125245,5.75
2025-05-05,16421,4.5,122.16976320125245,5.75
2025-05-06,16472,4.5,122.16976320125245,5.75
2025-05-07,16533,4.5,122.16976320125245,5.75
2025-05-08,16497,4.5,122.16976320125245,5.75
2025-05-09,16532,4.5,122.16976320125245,5.75
2025-05-14,16568,4.5,122.16976320125245,5.75
2025-05-15,16535,4.5,122.16976320125245,5.75
2025-05-16,16424,4.5,122.16976320125245,5.75
2025-05-19,16455,4.5,122.16976320125245,5.75
2025-05-20,16406,4.5,122.16976320125245,5.75
2025-05-21,16413,4.5,122.16976320125245,5.5
2025-05-22,16313,4.5,122.16976320125245,5.5
2025-05-23,16289,4.5,122.16976320125245,5.5
2025-05-26,16207,4.5,122.16976320125245,5.5
2025-05-27,16255,4.5,122.16976320125245,5.5
2025-05-28,16300,4.5,122.16976320125245,5.5
2025-06-02,16297,4.5,122.40188575133485,5.5
2025-06-03,16288,4.5,122.40188575133485,5.5
2025-06-04,16305,4.5,122.40188575133485,5.5
2025-06-05,16277,4.5,122.40188575133485,5.5
2025-06-10,16276,4.5,122.40188575133485,5.5
2025-06-11,16265,4.5,122.40188575133485,5.5
2025-06-12,16237,4.5,122.40188575133485,5.5
2025-06-13,16293,4.5,122.40188575133485,5.5
2025-06-16,16296,4.5,122.40188575133485,5.5
2025-06-17,16281,4.5,122.40188575133485,5.5
2025-06-18,16319,4.5,122.40188575133485,5.5
2025-06-19,16378,4.5,122.40188575133485,5.5
2025-06-20,16399,4.5,122.40188575133485,5.5
2025-06-23,16484,4.5,122.40188575133485,5.5
2025-06-24,16370,4.5,122.40188575133485,5.5
2025-06-25,16292,4.5,122.40188575133485,5.5
2025-06-26,16233,4.5,122.40188575133485,5.5
2025-06-30,16231,4.5,122.40188575133485,5.5
2025-07-01,16192,4.5,122.76909140858882,5.5
2025-07-02,16236,4.5,122.76909140858882,5.5
2025-07-03,16209,4.5,122.76909140858882,5.5
2025-07-04,16204,4.5,122.76909140858882,5.5
2025-07-07,16237,4.5,122.76909140858882,5.5
2025-07-08,16238,4.5,122.76909140858882,5.5
2025-07-09,16254,4.5,122.76909140858882,5.5
2025-07-10,16220,4.5,122.76909140858882,5.5
2025-07-11,16221,4.5,122.76909140858882,5.5
2025-07-14,16247,4.5,122.76909140858882,5.5
2025-07-15,16281,4.5,122.76909140858882,5.5
2025-07-16,16288,4.5,122.76909140858882,5.25
2025-07-17,16329,4.5,122.76909140858882,5.25
2025-07-18,16301,4.5,122.76909140858882,5.25
2025-07-21,16330,4.5,122.76909140858882,5.25
2025-07-22,16307,4.5,122.76909140858882,5.25
2025-07-23,16298,4.5,122.76909140858882,5.25
2025-07-24,16283,4.5,122.76909140858882,5.25
2025-07-25,16325,4.5,122.76909140858882,5.25
2025-07-28,16341,4.5,122.76909140858882,5.25
2025-07-29,16399,4.5,122.76909140858882,5.25
2025-07-30,16387,4.5,122.76909140858882,5.25
2025-07-31,16459,4.5,122.76909140858882,5.25
2025-08-01,16494,4.5,122.67087613546195,5.25
2025-08-04,16388,4.5,122.67087613546195,5.25
2025-08-05,16388,4.5,122.67087613546195,5.25
2025-08-06,16379,4.5,122.67087613546195,5.25
2025-08-07,16312,4.5,122.67087613546195,5.25
2025-08-08,16299,4.5,122.67087613546195,5.25
2025-08-11,16253,4.5,122.67087613546195,5.25
2025-08-12,16298,4.5,122.67087613546195,5.25
2025-08-13,16237,4.5,122.67087613546195,5.25
2025-08-14,16109,4.5,122.67087613546195,5.25
2025-08-15,16162,4.5,122.67087613546195,5.25
2025-08-19,16241,4.5,122.67087613546195,5.25
2025-08-20,16291,4.5,122.67087613546195,5.0
2025-08-21,16283,4.5,122.67087613546195,5.0
2025-08-22,16340,4.5,122.67087613546195,5.0
2025-08-25,16255,4.5,122.67087613546195,5.0
2025-08-26,16277,4.5,122.67087613546195,5.0
2025-08-27,16355,4.5,122.67087613546195,5.0
2025-08-28,16356,4.5,122.67087613546195,5.0
2025-08-29,16461,4.5,122.67087613546195,5.0
2025-09-01,16463,4.5,122.92848497534641,5.0
2025-09-02,16418,4.5,122.92848497534641,5.0
2025-09-03,16424,4.5,122.92848497534641,5.0
2025-09-04,16438,4.5,122.92848497534641,5.0
2025-09-08,16348,4.5,122.92848497534641,5.0
2025-09-09,16462,4.5,122.92848497534641,5.0
2025-09-10,16457,4.5,122.92848497534641,5.0
2025-09-11,16468,4.5,122.92848497534641,5.0
2025-09-12,16391,4.5,122.92848497534641,5.0
2025-09-15,16405,4.5,122.92848497534641,5.0
2025-09-16,16385,4.5,122.92848497534641,5.0
2025-09-17,16430,4.5,122.92848497534641,4.75
2025-09-18,16498,4.25,122.92848497534641,4.75
2025-09-19,16578,4.25,122.92848497534641,4.75
2025-09-22,16607,4.25,122.92848497534641,4.75
2025-09-23,16636,4.25,122.92848497534641,4.75
2025-09-24,16680,4.25,122.92848497534641,4.75
2025-09-25,16752,4.25,122.92848497534641,4.75
2025-09-26,16775,4.25,122.92848497534641,4.75
2025-09-29,16680,4.25,122.92848497534641,4.75
2025-09-30,16692,4.25,122.92848497534641,4.75
2025-10-01,16680,4.25,123.27268473327737,4.75
2025-10-02,16612,4.25,123.27268473327737,4.75
2025-10-03,16611,4.25,123.27268473327737,4.75
2025-10-06,16598,4.25,123.27268473327737,4.75
2025-10-07,16560,4.25,123.27268473327737,4.75
2025-10-08,16606,4.25,123.27268473327737,4.75
2025-10-09,16534,4.25,123.27268473327737,4.75
2025-10-10,16585,4.25,123.27268473327737,4.75
2025-10-13,16580,4.25,123.27268473327737,4.75
2025-10-14,16577,4.25,123.27268473327737,4.75
2025-10-15,16577,4.25,123.27268473327737,4.75
2025-10-16,16580,4.25,123.27268473327737,4.75
2025-10-17,16590,4.25,123.27268473327737,4.75
2025-10-20,16585,4.25,123.27268473327737,4.75
2025-10-21,16589,4.25,123.27268473327737,4.75
2025-10-22,16617,4.25,123.27268473327737,4.75
2025-10-23,16645,4.25,123.27268473327737,4.75
2025-10-24,16630,4.25,123.27268473327737,4.75
2025-10-27,16628,4.25,123.27268473327737,4.75
2025-10-28,16622,4.25,123.27268473327737,4.75
2025-10-29,16631,4.25,123.27268473327737,4.75
2025-10-30,16640,4.0,123.27268473327737,4.75
2025-10-31,16625,4.0,123.27268473327737,4.75
2025-11-03,16664,4.0,123.48224829732395,4.75
2025-11-04,16724,4.0,123.48224829732395,4.75
2025-11-05,16729,4.0,123.48224829732395,4.75
2025-11-06,16707,4.0,123.48224829732395,4.75
2025-11-07,16704,4.0,123.48224829732395,4.75
2025-11-10,16666,4.0,123.48224829732395,4.75
2025-11-11,16698,4.0,123.48224829732395,4.75
2025-11-12,16722,4.0,123.48224829732395,4.75
2025-11-13,16732,4.0,123.48224829732395,4.75
2025-11-14,16710,4.0,123.48224829732395,4.75
2025-11-17,16734,4.0,123.48224829732395,4.75
2025-11-18,16760,4.0,123.48224829732395,4.75
2025-11-19,16732,4.0,123.48224829732395,4.75
2025-11-20,16742,4.0,123.48224829732395,4.75
2025-11-21,16719,4.0,123.48224829732395,4.75
2025-11-24,16709,4.0,123.48224829732395,4.75
2025-11-25,16667,4.0,123.48224829732395,4.75
2025-11-26,16673,4.0,123.48224829732395,4.75
2025-11-27,16644,4.0,123.48224829732395,4.75
2025-11-28,16661,4.0,123.48224829732395,4.75
2025-12-01,16668,4.0,124.27253468642682,4.75
2025-12-02,16632,4.0,124.27253468642682,4.75
2025-12-03,16632,4.0,124.27253468642682,4.75
2025-12-04,16646,4.0,124.27253468642682,4.75
2025-12-05,16655,4.0,124.27253468642682,4.75
2025-12-08,16688,4.0,124.27253468642682,4.75
2025-12-09,16677,4.0,124.27253468642682,4.75
2025-12-10,16688,4.0,124.27253468642682,4.75
2025-12-11,16668,3.75,124.27253468642682,4.75
2025-12-12,16652,3.75,124.27253468642682,4.75
2025-12-15,16669,3.75,124.27253468642682,4.75
2025-12-16,16693,3.75,124.27253468642682,4.75
2025-12-17,16698,3.75,124.27253468642682,4.75
2025-12-18,16722,3.75,124.27253468642682,4.75
2025-12-19,16735,3.75,124.27253468642682,4.75
2025-12-22,16773,3.75,124.27253468642682,4.75
2025-12-23,16790,3.75,124.27253468642682,4.75
2025-12-24,16767,3.75,124.27253468642682,4.75
2025-12-29,16788,3.75,124.27253468642682,4.75
2025-12-30,16782,3.75,124.27253468642682,4.75
2025-12-31,16720,3.75,124.27253468642682,4.75
2026-01-02,16725,3.75,124.0861258843972,4.75
2026-01-05,16748,3.75,124.0861258843972,4.75
2026-01-06,16762,3.75,124.0861258843972,4.75
2026-01-07,16785,3.75,124.0861258843972,4.75
2026-01-08,16801,3.75,124.0861258843972,4.75
2026-01-09,16834,3.75,124.0861258843972,4.75
2026-01-12,16853,3.75,124.0861258843972,4.75
2026-01-13,16875,3.75,124.0861258843972,4.75
2026-01-14,16871,3.75,124.0861258843972,4.75
2026-01-15,16880,3.75,124.0861258843972,4.75
2026-01-19,16935,3.75,124.0861258843972,4.75
2026-01-20,16981,3.75,124.0861258843972,4.75
2026-01-21,16963,3.75,124.0861258843972,4.75
2026-01-22,16902,3.75,124.0861258843972,4.75
2026-01-23,16838,3.75,124.0861258843972,4.75
2026-01-26,16779,3.75,124.0861258843972,4.75
2026-01-27,16801,3.75,124.0861258843972,4.75
2026-01-28,16723,3.75,124.0861258843972,4.75
2026-01-29,16786,3.75,124.0861258843972,4.75
2026-01-30,16796,3.75,124.0861258843972,4.75
2026-02-02,16800,3.75,124.92991154041108,4.75
2026-02-03,16777,3.75,124.92991154041108,4.75
2026-02-04,16775,3.75,124.92991154041108,4.75
2026-02-05,16826,3.75,124.92991154041108,4.75
2026-02-06,16887,3.75,124.92991154041108,4.75
2026-02-09,16838,3.75,124.92991154041108,4.75
2026-02-10,16799,3.75,124.92991154041108,4.75
2026-02-11,16781,3.75,124.92991154041108,4.75
2026-02-12,16826,3.75,124.92991154041108,4.75
2026-02-13,16844,3.75,124.92991154041108,4.75
2026-02-18,16884,3.75,124.92991154041108,4.75
2026-02-19,16925,3.75,124.92991154041108,4.75
2026-02-20,16885,3.75,124.92991154041108,4.75
2026-02-23,16818,3.75,124.92991154041108,4.75
2026-02-24,16830,3.75,124.92991154041108,4.75
2026-02-25,16813,3.75,124.92991154041108,4.75
2026-02-26,16758,3.75,124.92991154041108,4.75
2026-02-27,16779,3.75,124.92991154041108,4.75
2026-03-02,16848,3.75,125.44212417772678,4.75
2026-03-03,16870,3.75,125.44212417772678,4.75
2026-03-04,16911,3.75,125.44212417772678,4.75
2026-03-05,16886,3.75,125.44212417772678,4.75
2026-03-06,16919,3.75,125.44212417772678,4.75
2026-03-09,16974,3.75,125.44212417772678,4.75
2026-03-10,16879,3.75,125.44212417772678,4.75
2026-03-11,16867,3.75,125.44212417772678,4.75
2026-03-12,16899,3.75,125.44212417772678,4.75
2026-03-13,16934,3.75,125.44212417772678,4.75
2026-03-16,16990,3.75,125.44212417772678,4.75
2026-03-17,16982,3.75,125.44212417772678,4.75
2026-03-25,16905,3.75,125.44212417772678,4.75
2026-03-26,16903,3.75,125.44212417772678,4.75
2026-03-27,16957,3.75,125.44212417772678,4.75
2026-03-30,16993,3.75,125.44212417772678,4.75
2026-03-31,16999,3.75,125.44212417772678,4.75
2026-04-01,17002,3.75,125.60519893915783,4.75
2026-04-02,17015,3.75,125.60519893915783,4.75
2026-04-06,17037,3.75,125.60519893915783,4.75
2026-04-07,17092,3.75,125.60519893915783,4.75
2026-04-08,17009,3.75,125.60519893915783,4.75
2026-04-09,17082,3.75,125.60519893915783,4.75
2026-04-10,17112,3.75,125.60519893915783,4.75
2026-04-13,17122,3.75,125.60519893915783,4.75
2026-04-14,17135,3.75,125.60519893915783,4.75
2026-04-15,17141,3.75,125.60519893915783,4.75
2026-04-16,17142,3.75,125.60519893915783,4.75
2026-04-17,17189,3.75,125.60519893915783,4.75
2026-04-20,17176,3.75,125.60519893915783,4.75
2026-04-21,17142,3.75,125.60519893915783,4.75
2026-04-22,17179,3.75,125.60519893915783,4.75
2026-04-23,17308,3.75,125.60519893915783,4.75
2026-04-24,17278,3.75,125.60519893915783,4.75
2026-04-27,17227,3.75,125.60519893915783,4.75
2026-04-28,17245,3.75,125.60519893915783,4.75
2026-04-29,17324,3.75,125.60519893915783,4.75
2026-04-30,17378,3.75,125.60519893915783,4.75
2026-05-04,17368,3.75,125.95689349618746,4.75
2026-05-05,17425,3.75,125.95689349618746,4.75
2026-05-06,17405,3.75,125.95689349618746,4.75
2026-05-07,17362,3.75,125.95689349618746,4.75
2026-05-08,17375,3.75,125.95689349618746,4.75
2026-05-11,17415,3.75,125.95689349618746,4.75
2026-05-12,17514,3.75,125.95689349618746,4.75
2026-05-13,17496,3.75,125.95689349618746,4.75
2026-05-18,17666,3.75,125.95689349618746,4.75
2026-05-19,17719,3.75,125.95689349618746,4.75
2026-05-20,17685,3.75,125.95689349618746,5.25
2026-05-21,17673,3.75,125.95689349618746,5.25
2026-05-22,17717,3.75,125.95689349618746,5.25
2026-05-25,17743,3.75,125.95689349618746,5.25
2026-05-26,17789,3.75,125.95689349618746,5.25
2026-05-29,17883,3.75,125.95689349618746,5.25
2026-06-02,17863,3.75,126.51110382757066,5.25
2026-06-03,17931,3.75,126.51110382757066,5.25
2026-06-04,18039,3.75,126.51110382757066,5.25
2026-06-05,18039,3.75,126.51110382757066,5.25
2026-06-08,18171,3.75,126.51110382757066,5.25
2026-06-09,18141,3.75,126.51110382757066,5.5
2026-06-10,17971,3.75,126.51110382757066,5.5
2026-06-11,17981,3.75,126.51110382757066,5.5
2026-06-12,17921,3.75,126.51110382757066,5.5
2026-06-15,17719,3.75,126.51110382757066,5.5
2026-06-17,17753,3.75,126.51110382757066,5.5
2026-06-18,17826,3.75,126.51110382757066,5.75
2026-06-19,17826,3.75,126.51110382757066,5.75
2026-06-22,17819,3.75,126.51110382757066,5.75
2026-06-23,17868,3.75,126.51110382757066,5.75
2026-06-24,17955,3.75,126.51110382757066,5.75
2026-06-25,17942,3.75,126.51110382757066,5.75
2026-06-26,17962,3.75,126.51110382757066,5.75
2026-06-29,17856,3.75,126.51110382757066,5.75
2026-06-30,17899,3.75,126.51110382757066,5.75
2026-07-01,17961,3.75,126.33398828221208,5.75
2026-07-02,17994,3.75,126.33398828221208,5.75
2026-07-03,17960,3.75,126.33398828221208,5.75
2026-07-06,17999,3.75,126.33398828221208,5.75
2026-07-07,17988,3.75,126.33398828221208,5.75
2026-07-08,18005,3.75,126.33398828221208,5.75
2026-07-09,18090,3.75,126.33398828221208,5.75
2026-07-10,18069,3.75,126.33398828221208,5.75
2026-07-13,18131,3.75,126.33398828221208,5.75
2026-07-14,18099,3.75,126.33398828221208,5.75
2026-07-15,18064,3.75,126.33398828221208,5.75
2026-07-16,18041,3.75,126.33398828221208,5.75
2026-07-17,17944,3.75,126.33398828221208,5.75
2026-07-20,17976,3.75,126.33398828221208,5.75
2026-07-21,17909,3.75,126.33398828221208,5.75
2026-07-22,17909,3.75,126.33398828221208,5.75
2026-07-23,17915,3.75,126.33398828221208,5.75
2026-07-24,17973,3.75,126.33398828221208,5.75
2026-07-27,17995,3.75,126.33398828221208,5.75
