date,fx,ffr,cpi,bi
2018-04-02,13750,1.75,101.09362874410799,4.25
2018-04-03,13765,1.75,101.09362874410799,4.25
2018-04-04,13760,1.75,101.09362874410799,4.25
2018-04-05,13767,1.75,101.09362874410799,4.25
2018-04-06,13771,1.75,101.09362874410799,4.25
2018-04-09,13771,1.75,101.09362874410799,4.25
2018-04-10,13759,1.75,101.09362874410799,4.25
2018-04-11,13747,1.75,101.09362874410799,4.25
2018-04-12,13763,1.75,101.09362874410799,4.25
2018-04-13,13753,1.75,101.09362874410799,4.25
2018-04-16,13766,1.75,101.09362874410799,4.25
2018-04-17,13770,1.75,101.09362874410799,4.25
2018-04-18,13770,1.75,101.09362874410799,4.25
2018-04-19,13778,1.75,101.09362874410799,4.25
2018-04-20,13804,1.75,101.09362874410799,4.25
2018-04-23,13894,1.75,101.09362874410799,4.25
2018-04-24,13900,1.75,101.09362874410799,4.25
2018-04-25,13888,1.75,101.09362874410799,4.25
2018-04-26,13930,1.75,101.09362874410799,4.25
2018-04-27,13879,1.75,101.09362874410799,4.25
2018-04-30,13877,1.75,101.09362874410799,4.25
2018-05-02,13936,1.75,101.30592536447061,4.25
2018-05-03,13965,1.75,101.30592536447061,4.25
2018-05-04,13943,1.75,101.30592536447061,4.25
2018-05-07,13956,1.75,101.30592536447061,4.25
2018-05-08,14036,1.75,101.30592536447061,4.25
2018-05-09,14074,1.75,101.30592536447061,4.25
2018-05-11,14048,1.75,101.30592536447061,4.25
2018-05-14,13976,1.75,101.30592536447061,4.25
2018-05-15,14020,1.75,101.30592536447061,4.25
2018-05-16,14094,1.75,101.30592536447061,4.25
2018-05-17,14074,1.75,101.30592536447061,4.5
2018-05-18,14107,1.75,101.30592536447061,4.5
2018-05-21,14176,1.75,101.30592536447061,4.5
2018-05-22,14178,1.75,101.30592536447061,4.5
2018-05-23,14192,1.75,101.30592536447061,4.5
2018-05-24,14205,1.75,101.30592536447061,4.5
2018-05-25,14166,1.75,101.30592536447061,4.5
2018-05-28,14065,1.75,101.30592536447061,4.5
2018-05-30,14032,1.75,101.30592536447061,4.75
2018-05-31,13951,1.75,101.30592536447061,4.75
2018-06-04,13872,1.75,101.90363032412097,4.75
2018-06-05,13887,1.75,101.90363032412097,4.75
2018-06-06,13875,1.75,101.90363032412097,4.75
2018-06-07,13868,1.75,101.90363032412097,4.75
2018-06-08,13902,1.75,101.90363032412097,4.75
2018-06-21,14090,2.0,101.90363032412097,4.75
2018-06-22,14102,2.0,101.90363032412097,4.75
2018-06-25,14105,2.0,101.90363032412097,4.75
2018-06-26,14163,2.0,101.90363032412097,4.75
2018-06-28,14271,2.0,101.90363032412097,4.75
2018-06-29,14404,2.0,101.90363032412097,5.25
2018-07-02,14331,2.0,102.1889604890285,5.25
2018-07-03,14418,2.0,102.1889604890285,5.25
2018-07-04,14343,2.0,102.1889604890285,5.25
2018-07-05,14387,2.0,102.1889604890285,5.25
2018-07-06,14409,2.0,102.1889604890285,5.25
2018-07-09,14332,2.0,102.1889604890285,5.25
2018-07-10,14326,2.0,102.1889604890285,5.25
2018-07-11,14391,2.0,102.1889604890285,5.25
2018-07-12,14435,2.0,102.1889604890285,5.25
2018-07-13,14358,2.0,102.1889604890285,5.25
2018-07-16,14396,2.0,102.1889604890285,5.25
2018-07-17,14391,2.0,102.1889604890285,5.25
2018-07-18,14406,2.0,102.1889604890285,5.25
2018-07-19,14418,2.0,102.1889604890285,5.25
2018-07-20,14520,2.0,102.1889604890285,5.25
2018-07-23,14454,2.0,102.1889604890285,5.25
2018-07-24,14541,2.0,102.1889604890285,5.25
2018-07-25,14515,2.0,102.1889604890285,5.25
2018-07-26,14443,2.0,102.1889604890285,5.25
2018-07-27,14483,2.0,102.1889604890285,5.25
2018-07-30,14409,2.0,102.1889604890285,5.25
2018-07-31,14413,2.0,102.1889604890285,5.25
2018-08-01,14442,2.0,102.13786600878399,5.25
2018-08-02,14446,2.0,102.13786600878399,5.25
2018-08-03,14503,2.0,102.13786600878399,5.25
2018-08-06,14481,2.0,102.13786600878399,5.25
2018-08-07,14485,2.0,102.13786600878399,5.25
2018-08-08,14439,2.0,102.13786600878399,5.25
2018-08-09,14422,2.0,102.13786600878399,5.25
2018-08-10,14437,2.0,102.13786600878399,5.25
2018-08-13,14583,2.0,102.13786600878399,5.25
2018-08-14,14625,2.0,102.13786600878399,5.25
2018-08-15,14621,2.0,102.13786600878399,5.5
2018-08-16,14619,2.0,102.13786600878399,5.5
2018-08-20,14578,2.0,102.13786600878399,5.5
2018-08-21,14568,2.0,102.13786600878399,5.5
2018-08-23,14620,2.0,102.13786600878399,5.5
2018-08-24,14655,2.0,102.13786600878399,5.5
2018-08-27,14610,2.0,102.13786600878399,5.5
2018-08-28,14614,2.0,102.13786600878399,5.5
2018-08-29,14643,2.0,102.13786600878399,5.5
2018-08-30,14655,2.0,102.13786600878399,5.5
2018-08-31,14711,2.0,102.13786600878399,5.5
2018-09-03,14767,2.0,101.95401784996818,5.5
2018-09-04,14840,2.0,101.95401784996818,5.5
2018-09-05,14927,2.0,101.95401784996818,5.5
2018-09-06,14891,2.0,101.95401784996818,5.5
2018-09-07,14884,2.0,101.95401784996818,5.5
2018-09-10,14835,2.0,101.95401784996818,5.5
2018-09-12,14863,2.0,101.95401784996818,5.5
2018-09-13,14794,2.0,101.95401784996818,5.5
2018-09-14,14835,2.0,101.95401784996818,5.5
2018-09-17,14859,2.0,101.95401784996818,5.5
2018-09-18,14908,2.0,101.95401784996818,5.5
2018-09-19,14896,2.0,101.95401784996818,5.5
2018-09-20,14839,2.0,101.95401784996818,5.5
2018-09-21,14824,2.0,101.95401784996818,5.5
2018-09-24,14865,2.0,101.95401784996818,5.5
2018-09-25,14893,2.0,101.95401784996818,5.5
2018-09-26,14938,2.0,101.95401784996818,5.5
2018-09-27,14919,2.25,101.95401784996818,5.75
2018-09-28,14929,2.25,101.95401784996818,5.75
2018-10-01,14905,2.25,102.23948909994809,5.75
2018-10-02,14988,2.25,102.23948909994809,5.75
2018-10-03,15088,2.25,102.23948909994809,5.75
2018-10-04,15133,2.25,102.23948909994809,5.75
2018-10-05,15182,2.25,102.23948909994809,5.75
2018-10-08,15193,2.25,102.23948909994809,5.75
2018-10-09,15233,2.25,102.23948909994809,5.75
2018-10-10,15215,2.25,102.23948909994809,5.75
2018-10-11,15253,2.25,102.23948909994809,5.75
2018-10-12,15194,2.25,102.23948909994809,5.75
2018-10-15,15246,2.25,102.23948909994809,5.75
2018-10-16,15206,2.25,102.23948909994809,5.75
2018-10-17,15178,2.25,102.23948909994809,5.75
2018-10-18,15187,2.25,102.23948909994809,5.75
2018-10-19,15221,2.25,102.23948909994809,5.75
2018-10-22,15192,2.25,102.23948909994809,5.75
2018-10-23,15208,2.25,102.23948909994809,5.75
2018-10-24,15193,2.25,102.23948909994809,5.75
2018-10-25,15210,2.25,102.23948909994809,5.75
2018-10-26,15207,2.25,102.23948909994809,5.75
2018-10-29,15218,2.25,102.23948909994809,5.75
2018-10-30,15237,2.25,102.23948909994809,5.75
2018-10-31,15227,2.25,102.23948909994809,5.75
2018-11-01,15195,2.25,102.51553572051795,5.75
2018-11-02,15089,2.25,102.51553572051795,5.75
2018-11-05,14972,2.25,102.51553572051795,5.75
2018-11-06,14891,2.25,102.51553572051795,5.75
2018-11-07,14764,2.25,102.51553572051795,5.75
2018-11-08,14651,2.25,102.51553572051795,5.75
2018-11-09,14632,2.25,102.51553572051795,5.75
2018-11-12,14747,2.25,102.51553572051795,5.75
2018-11-13,14895,2.25,102.51553572051795,5.75
2018-11-14,14755,2.25,102.51553572051795,5.75
2018-11-15,14764,2.25,102.51553572051795,6.0
2018-11-16,14594,2.25,102.51553572051795,6.0
2018-11-19,14586,2.25,102.51553572051795,6.0
2018-11-21,14618,2.25,102.51553572051795,6.0
2018-11-22,14592,2.25,102.51553572051795,6.0
2018-11-23,14552,2.25,102.51553572051795,6.0
2018-11-26,14551,2.25,102.51553572051795,6.0
2018-11-27,14504,2.25,102.51553572051795,6.0
2018-11-28,14535,2.25,102.51553572051795,6.0
2018-11-29,14408,2.25,102.51553572051795,6.0
2018-11-30,14339,2.25,102.51553572051795,6.0
2018-12-03,14252,2.25,103.15113204198516,6.0
2018-12-04,14293,2.25,103.15113204198516,6.0
2018-12-05,14383,2.25,103.15113204198516,6.0
2018-12-06,14507,2.25,103.15113204198516,6.0
2018-12-07,14539,2.25,103.15113204198516,6.0
2018-12-10,14517,2.25,103.15113204198516,6.0
2018-12-11,14613,2.25,103.15113204198516,6.0
2018-12-12,14577,2.25,103.15113204198516,6.0
2018-12-13,14536,2.25,103.15113204198516,6.0
2018-12-14,14538,2.25,103.15113204198516,6.0
2018-12-17,14617,2.25,103.15113204198516,6.0
2018-12-18,14523,2.25,103.15113204198516,6.0
2018-12-19,14380,2.25,103.15113204198516,6.0
2018-12-20,14499,2.5,103.15113204198516,6.0
2018-12-21,14480,2.5,103.15113204198516,6.0
2018-12-26,14602,2.5,103.15113204198516,6.0
2018-12-27,14563,2.5,103.15113204198516,6.0
2018-12-28,14542,2.5,103.15113204198516,6.0
2018-12-31,14481,2.5,103.15113204198516,6.0
2019-01-02,14465,2.5,103.48121566451954,6.0
2019-01-03,14474,2.5,103.48121566451954,6.0
2019-01-04,14350,2.5,103.48121566451954,6.0
2019-01-07,14105,2.5,103.48121566451954,6.0
2019-01-08,14031,2.5,103.48121566451954,6.0
2019-01-09,14120,2.5,103.48121566451954,6.0
2019-01-10,14093,2.5,103.48121566451954,6.0
2019-01-11,14076,2.5,103.48121566451954,6.0
2019-01-14,14052,2.5,103.48121566451954,6.0
2019-01-15,14084,2.5,103.48121566451954,6.0
2019-01-16,14154,2.5,103.48121566451954,6.0
2019-01-17,14158,2.5,103.48121566451954,6.0
2019-01-18,14182,2.5,103.48121566451954,6.0
2019-01-21,14212,2.5,103.48121566451954,6.0
2019-01-22,14221,2.5,103.48121566451954,6.0
2019-01-23,14188,2.5,103.48121566451954,6.0
2019-01-24,14141,2.5,103.48121566451954,6.0
2019-01-25,14163,2.5,103.48121566451954,6.0
2019-01-28,14038,2.5,103.48121566451954,6.0
2019-01-29,14098,2.5,103.48121566451954,6.0
2019-01-30,14112,2.5,103.48121566451954,6.0
2019-01-31,14072,2.5,103.48121566451954,6.0
2019-02-01,13978,2.5,103.39843069198791,6.0
2019-02-04,13976,2.5,103.39843069198791,6.0
2019-02-06,13947,2.5,103.39843069198791,6.0
2019-02-07,13978,2.5,103.39843069198791,6.0
2019-02-08,13992,2.5,103.39843069198791,6.0
2019-02-11,13995,2.5,103.39843069198791,6.0
2019-02-12,14088,2.5,103.39843069198791,6.0
2019-02-13,14027,2.5,103.39843069198791,6.0
2019-02-14,14093,2.5,103.39843069198791,6.0
2019-02-15,14116,2.5,103.39843069198791,6.0
2019-02-18,14106,2.5,103.39843069198791,6.0
2019-02-19,14119,2.5,103.39843069198791,6.0
2019-02-20,14055,2.5,103.39843069198791,6.0
2019-02-21,14057,2.5,103.39843069198791,6.0
2019-02-22,14079,2.5,103.39843069198791,6.0
2019-02-25,14007,2.5,103.39843069198791,6.0
2019-02-26,13990,2.5,103.39843069198791,6.0
2019-02-27,14004,2.5,103.39843069198791,6.0
2019-02-28,14062,2.5,103.39843069198791,6.0
2019-03-01,14111,2.5,103.51216896574911,6.0
2019-03-04,14149,2.5,103.51216896574911,6.0
2019-03-05,14146,2.5,103.51216896574911,6.0
2019-03-06,14129,2.5,103.51216896574911,6.0
2019-03-08,14223,2.5,103.51216896574911,6.0
2019-03-11,14324,2.5,103.51216896574911,6.0
2019-03-12,14251,2.5,103.51216896574911,6.0
2019-03-13,14269,2.5,103.51216896574911,6.0
2019-03-14,14253,2.5,103.51216896574911,6.0
2019-03-15,14310,2.5,103.51216896574911,6.0
2019-03-18,14242,2.5,103.51216896574911,6.0
2019-03-19,14228,2.5,103.51216896574911,6.0
2019-03-20,14231,2.5,103.51216896574911,6.0
2019-03-21,14102,2.5,103.51216896574911,6.0
2019-03-22,14157,2.5,103.51216896574911,6.0
2019-03-25,14223,2.5,103.51216896574911,6.0
2019-03-26,14171,2.5,103.51216896574911,6.0
2019-03-27,14202,2.5,103.51216896574911,6.0
2019-03-28,14255,2.5,103.51216896574911,6.0
2019-03-29,14244,2.5,103.51216896574911,6.0
2019-04-01,14231,2.5,103.96762250919839,6.0
2019-04-02,14237,2.5,103.96762250919839,6.0
2019-04-04,14182,2.5,103.96762250919839,6.0
2019-04-05,14158,2.5,103.96762250919839,6.0
2019-04-08,14145,2.5,103.96762250919839,6.0
2019-04-09,14150,2.5,103.96762250919839,6.0
2019-04-10,14155,2.5,103.96762250919839,6.0
2019-04-11,14156,2.5,103.96762250919839,6.0
2019-04-12,14153,2.5,103.96762250919839,6.0
2019-04-15,14067,2.5,103.96762250919839,6.0
2019-04-16,14066,2.5,103.96762250919839,6.0
2019-04-18,14016,2.5,103.96762250919839,6.0
2019-04-22,14056,2.5,103.96762250919839,6.0
2019-04-23,14080,2.5,103.96762250919839,6.0
2019-04-24,14112,2.5,103.96762250919839,6.0
2019-04-25,14154,2.5,103.96762250919839,6.0
2019-04-26,14188,2.5,103.96762250919839,6.0
2019-04-29,14188,2.5,103.96762250919839,6.0
2019-04-30,14215,2.5,103.96762250919839,6.0
2019-05-02,14245,2.5,104.67460234226094,6.0
2019-05-03,14282,2.5,104.67460234226094,6.0
2019-05-06,14308,2.5,104.67460234226094,6.0
2019-05-07,14309,2.5,104.67460234226094,6.0
2019-05-08,14305,2.5,104.67460234226094,6.0
2019-05-09,14338,2.5,104.67460234226094,6.0
2019-05-10,14347,2.5,104.67460234226094,6.0
2019-05-13,14362,2.5,104.67460234226094,6.0
2019-05-14,14444,2.5,104.67460234226094,6.0
2019-05-15,14448,2.5,104.67460234226094,6.0
2019-05-16,14458,2.5,104.67460234226094,6.0
2019-05-17,14469,2.5,104.67460234226094,6.0
2019-05-20,14478,2.5,104.67460234226094,6.0
2019-05-21,14462,2.5,104.67460234226094,6.0
2019-05-22,14488,2.5,104.67460234226094,6.0
2019-05-23,14513,2.5,104.67460234226094,6.0
2019-05-24,14451,2.5,104.67460234226094,6.0
2019-05-27,14360,2.5,104.67460234226094,6.0
2019-05-28,14380,2.5,104.67460234226094,6.0
2019-05-29,14417,2.5,104.67460234226094,6.0
2019-05-31,14385,2.5,104.67460234226094,6.0
2019-06-10,14231,2.5,105.25031265514338,6.0
2019-06-11,14258,2.5,105.25031265514338,6.0
2019-06-12,14234,2.5,105.25031265514338,6.0
2019-06-13,14270,2.5,105.25031265514338,6.0
2019-06-14,14304,2.5,105.25031265514338,6.0
2019-06-17,14346,2.5,105.25031265514338,6.0
2019-06-18,14334,2.5,105.25031265514338,6.0
2019-06-19,14271,2.5,105.25031265514338,6.0
2019-06-20,14236,2.5,105.25031265514338,6.0
2019-06-21,14116,2.5,105.25031265514338,6.0
2019-06-24,14165,2.5,105.25031265514338,6.0
2019-06-25,14138,2.5,105.25031265514338,6.0
2019-06-26,14174,2.5,105.25031265514338,6.0
2019-06-27,14180,2.5,105.25031265514338,6.0
2019-06-28,14141,2.5,105.25031265514338,6.0
2019-07-01,14117,2.5,105.57658862437434,6.0
2019-07-02,14140,2.5,105.57658862437434,6.0
2019-07-03,14160,2.5,105.57658862437434,6.0
2019-07-04,14106,2.5,105.57658862437434,6.0
2019-07-05,14148,2.5,105.57658862437434,6.0
2019-07-08,14147,2.5,105.57658862437434,6.0
2019-07-09,14129,2.5,105.57658862437434,6.0
2019-07-10,14152,2.5,105.57658862437434,6.0
2019-07-11,14089,2.5,105.57658862437434,6.0
2019-07-12,14085,2.5,105.57658862437434,6.0
2019-07-15,13970,2.5,105.57658862437434,6.0
2019-07-16,13925,2.5,105.57658862437434,6.0
2019-07-17,13949,2.5,105.57658862437434,6.0
2019-07-18,13976,2.5,105.57658862437434,5.75
2019-07-19,13913,2.5,105.57658862437434,5.75
2019-07-22,13963,2.5,105.57658862437434,5.75
2019-07-23,13973,2.5,105.57658862437434,5.75
2019-07-24,14011,2.5,105.57658862437434,5.75
2019-07-25,13986,2.5,105.57658862437434,5.75
2019-07-26,14001,2.5,105.57658862437434,5.75
2019-07-29,14010,2.5,105.57658862437434,5.75
2019-07-30,14034,2.5,105.57658862437434,5.75
2019-07-31,14026,2.5,105.57658862437434,5.75
2019-08-01,14098,2.25,105.7032805307236,5.75
2019-08-02,14203,2.25,105.7032805307236,5.75
2019-08-05,14231,2.25,105.7032805307236,5.75
2019-08-06,14344,2.25,105.7032805307236,5.75
2019-08-07,14275,2.25,105.7032805307236,5.75
2019-08-08,14231,2.25,105.7032805307236,5.75
2019-08-09,14195,2.25,105.7032805307236,5.75
2019-08-12,14220,2.25,105.7032805307236,5.75
2019-08-13,14283,2.25,105.7032805307236,5.75
2019-08-14,14234,2.25,105.7032805307236,5.75
2019-08-15,14296,2.25,105.7032805307236,5.75
2019-08-16,14258,2.25,105.7032805307236,5.75
2019-08-19,14203,2.25,105.7032805307236,5.75
2019-08-20,14262,2.25,105.7032805307236,5.75
2019-08-21,14259,2.25,105.7032805307236,5.75
2019-08-22,14234,2.25,105.7032805307236,5.5
2019-08-23,14249,2.25,105.7032805307236,5.5
2019-08-26,14261,2.25,105.7032805307236,5.5
2019-08-27,14235,2.25,105.7032805307236,5.5
2019-08-28,14263,2.25,105.7032805307236,5.5
2019-08-29,14254,2.25,105.7032805307236,5.5
2019-08-30,14237,2.25,105.7032805307236,5.5
2019-09-02,14190,2.25,105.41788167329065,5.5
2019-09-03,14217,2.25,105.41788167329065,5.5
2019-09-04,14218,2.25,105.41788167329065,5.5
2019-09-05,14153,2.25,105.41788167329065,5.5
2019-09-06,14140,2.25,105.41788167329065,5.5
2019-09-09,14092,2.25,105.41788167329065,5.5
2019-09-10,14031,2.25,105.41788167329065,5.5
2019-09-11,14063,2.25,105.41788167329065,5.5
2019-09-12,14052,2.25,105.41788167329065,5.5
2019-09-13,13950,2.25,105.41788167329065,5.5
2019-09-16,14020,2.25,105.41788167329065,5.5
2019-09-17,14100,2.25,105.41788167329065,5.5
2019-09-18,14080,2.25,105.41788167329065,5.5
2019-09-19,14099,2.0,105.41788167329065,5.25
2019-09-20,14085,2.0,105.41788167329065,5.25
2019-09-23,14077,2.0,105.41788167329065,5.25
2019-09-24,14099,2.0,105.41788167329065,5.25
2019-09-25,14134,2.0,105.41788167329065,5.25
2019-09-26,14162,2.0,105.41788167329065,5.25
2019-09-27,14197,2.0,105.41788167329065,5.25
2019-09-30,14174,2.0,105.41788167329065,5.25
2019-10-01,14196,2.0,105.43896524962531,5.25
2019-10-02,14207,2.0,105.43896524962531,5.25
2019-10-03,14193,2.0,105.43896524962531,5.25
2019-10-04,14135,2.0,105.43896524962531,5.25
2019-10-07,14156,2.0,105.43896524962531,5.25
2019-10-08,14170,2.0,105.43896524962531,5.25
2019-10-09,14182,2.0,105.43896524962531,5.25
2019-10-10,14157,2.0,105.43896524962531,5.25
2019-10-11,14139,2.0,105.43896524962531,5.25
2019-10-14,14126,2.0,105.43896524962531,5.25
2019-10-15,14140,2.0,105.43896524962531,5.25
2019-10-16,14187,2.0,105.43896524962531,5.25
2019-10-17,14172,2.0,105.43896524962531,5.25
2019-10-18,14140,2.0,105.43896524962531,5.25
2019-10-21,14132,2.0,105.43896524962531,5.25
2019-10-22,14058,2.0,105.43896524962531,5.25
2019-10-23,14051,2.0,105.43896524962531,5.25
2019-10-24,13996,2.0,105.43896524962531,5.0
2019-10-25,14064,2.0,105.43896524962531,5.0
2019-10-28,14023,2.0,105.43896524962531,5.0
2019-10-29,14028,2.0,105.43896524962531,5.0
2019-10-30,14044,2.0,105.43896524962531,5.0
2019-10-31,14008,1.75,105.43896524962531,5.0
2019-11-01,14066,1.75,105.58657980097479,5.0
2019-11-04,14002,1.75,105.58657980097479,5.0
2019-11-05,14031,1.75,105.58657980097479,5.0
2019-11-06,13992,1.75,105.58657980097479,5.0
2019-11-07,14040,1.75,105.58657980097479,5.0
2019-11-08,14020,1.75,105.58657980097479,5.0
2019-11-11,14040,1.75,105.58657980097479,5.0
2019-11-12,14059,1.75,105.58657980097479,5.0
2019-11-13,14082,1.75,105.58657980097479,5.0
2019-11-14,14098,1.75,105.58657980097479,5.0
2019-11-15,14069,1.75,105.58657980097479,5.0
2019-11-18,14075,1.75,105.58657980097479,5.0
2019-11-19,14091,1.75,105.58657980097479,5.0
2019-11-20,14097,1.75,105.58657980097479,5.0
2019-11-21,14112,1.75,105.58657980097479,5.0
2019-11-22,14100,1.75,105.58657980097479,5.0
2019-11-25,14091,1.75,105.58657980097479,5.0
2019-11-26,14081,1.75,105.58657980097479,5.0
2019-11-27,14096,1.75,105.58657980097479,5.0
2019-11-28,14099,1.75,105.58657980097479,5.0
2019-11-29,14102,1.75,105.58657980097479,5.0
2019-12-02,14122,1.75,105.94557417229811,5.0
2019-12-03,14130,1.75,105.94557417229811,5.0
2019-12-04,14125,1.75,105.94557417229811,5.0
2019-12-05,14094,1.75,105.94557417229811,5.0
2019-12-06,14037,1.75,105.94557417229811,5.0
2019-12-09,14021,1.75,105.94557417229811,5.0
2019-12-10,14004,1.75,105.94557417229811,5.0
2019-12-11,14025,1.75,105.94557417229811,5.0
2019-12-12,14042,1.75,105.94557417229811,5.0
2019-12-13,13982,1.75,105.94557417229811,5.0
2019-12-16,14004,1.75,105.94557417229811,5.0
2019-12-17,14018,1.75,105.94557417229811,5.0
2019-12-18,14007,1.75,105.94557417229811,5.0
2019-12-19,13983,1.75,105.94557417229811,5.0
2019-12-20,13993,1.75,105.94557417229811,5.0
2019-12-23,13978,1.75,105.94557417229811,5.0
2019-12-26,13982,1.75,105.94557417229811,5.0
2019-12-27,13956,1.75,105.94557417229811,5.0
2019-12-30,13945,1.75,105.94557417229811,5.0
2019-12-31,13901,1.75,105.94557417229811,5.0
2020-01-02,13895,1.75,106.35876191157007,5.0
2020-01-03,13899,1.75,106.35876191157007,5.0
2020-01-06,13961,1.75,106.35876191157007,5.0
2020-01-07,13919,1.75,106.35876191157007,5.0
2020-01-08,13934,1.75,106.35876191157007,5.0
2020-01-09,13860,1.75,106.35876191157007,5.0
2020-01-10,13812,1.75,106.35876191157007,5.0
2020-01-13,13708,1.75,106.35876191157007,5.0
2020-01-14,13654,1.75,106.35876191157007,5.0
2020-01-15,13706,1.75,106.35876191157007,5.0
2020-01-16,13658,1.75,106.35876191157007,5.0
2020-01-17,13648,1.75,106.35876191157007,5.0
2020-01-20,13654,1.75,106.35876191157007,5.0
2020-01-21,13658,1.75,106.35876191157007,5.0
2020-01-22,13678,1.75,106.35876191157007,5.0
2020-01-23,13626,1.75,106.35876191157007,5.0
2020-01-24,13632,1.75,106.35876191157007,5.0
2020-01-27,13612,1.75,106.35876191157007,5.0
2020-01-28,13647,1.75,106.35876191157007,5.0
2020-01-29,13634,1.75,106.35876191157007,5.0
2020-01-30,13652,1.75,106.35876191157007,5.0
2020-01-31,13662,1.75,106.35876191157007,5.0
2020-02-03,13726,1.75,106.65656644492248,5.0
2020-02-04,13760,1.75,106.65656644492248,5.0
2020-02-05,13717,1.75,106.65656644492248,5.0
2020-02-06,13662,1.75,106.65656644492248,5.0
2020-02-07,13647,1.75,106.65656644492248,5.0
2020-02-10,13708,1.75,106.65656644492248,5.0
2020-02-11,13686,1.75,106.65656644492248,5.0
2020-02-12,13659,1.75,106.65656644492248,5.0
2020-02-13,13679,1.75,106.65656644492248,5.0
2020-02-14,13707,1.75,106.65656644492248,5.0
2020-02-17,13693,1.75,106.65656644492248,5.0
2020-02-18,13676,1.75,106.65656644492248,5.0
2020-02-19,13717,1.75,106.65656644492248,5.0
2020-02-20,13735,1.75,106.65656644492248,4.75
2020-02-21,13777,1.75,106.65656644492248,4.75
2020-02-24,13863,1.75,106.65656644492248,4.75
2020-02-25,13893,1.75,106.65656644492248,4.75
2020-02-26,13966,1.75,106.65656644492248,4.75
2020-02-27,14018,1.75,106.65656644492248,4.75
2020-02-28,14234,1.75,106.65656644492248,4.75
2020-03-02,14413,1.75,106.76322301136739,4.75
2020-03-03,14222,1.75,106.76322301136739,4.75
2020-03-04,14171,1.25,106.76322301136739,4.75
2020-03-05,14168,1.25,106.76322301136739,4.75
2020-03-06,14267,1.25,106.76322301136739,4.75
2020-03-09,14342,1.25,106.76322301136739,4.75
2020-03-10,14411,1.25,106.76322301136739,4.75
2020-03-11,14323,1.25,106.76322301136739,4.75
2020-03-12,14490,1.25,106.76322301136739,4.75
2020-03-13,14815,1.25,106.76322301136739,4.75
2020-03-16,14818,0.25,106.76322301136739,4.75
2020-03-17,15083,0.25,106.76322301136739,4.75
2020-03-18,15223,0.25,106.76322301136739,4.75
2020-03-19,15712,0.25,106.76322301136739,4.5
2020-03-20,16273,0.25,106.76322301136739,4.5
2020-03-23,16608,0.25,106.76322301136739,4.5
2020-03-24,16486,0.25,106.76322301136739,4.5
2020-03-26,16328,0.25,106.76322301136739,4.5
2020-03-27,16230,0.25,106.76322301136739,4.5
2020-03-30,16336,0.25,106.76322301136739,4.5
2020-03-31,16367,0.25,106.76322301136739,4.5
2020-04-01,16413,0.25,106.84863358977648,4.5
2020-04-02,16741,0.25,106.84863358977648,4.5
2020-04-03,16464,0.25,106.84863358977648,4.5
2020-04-06,16556,0.25,106.84863358977648,4.5
2020-04-07,16410,0.25,106.84863358977648,4.5
2020-04-08,16245,0.25,106.84863358977648,4.5
2020-04-09,16241,0.25,106.84863358977648,4.5
2020-04-13,15840,0.25,106.84863358977648,4.5
2020-04-14,15722,0.25,106.84863358977648,4.5
2020-04-15,15707,0.25,106.84863358977648,4.5
2020-04-16,15787,0.25,106.84863358977648,4.5
2020-04-17,15503,0.25,106.84863358977648,4.5
2020-04-20,15543,0.25,106.84863358977648,4.5
2020-04-21,15643,0.25,106.84863358977648,4.5
2020-04-22,15567,0.25,106.84863358977648,4.5
2020-04-23,15630,0.25,106.84863358977648,4.5
2020-04-24,15553,0.25,106.84863358977648,4.5
2020-04-27,15591,0.25,106.84863358977648,4.5
2020-04-28,15488,0.25,106.84863358977648,4.5
2020-04-29,15415,0.25,106.84863358977648,4.5
2020-04-30,15157,0.25,106.84863358977648,4.5
2020-05-04,15073,0.25,106.92342763328931,4.5
2020-05-05,15104,0.25,106.92342763328931,4.5
2020-05-06,15127,0.25,106.92342763328931,4.5
2020-05-08,15009,0.25,106.92342763328931,4.5
2020-05-11,14936,0.25,106.92342763328931,4.5
2020-05-12,14978,0.25,106.92342763328931,4.5
2020-05-13,14887,0.25,106.92342763328931,4.5
2020-05-14,14946,0.25,106.92342763328931,4.5
2020-05-15,14909,0.25,106.92342763328931,4.5
2020-05-18,14885,0.25,106.92342763328931,4.5
2020-05-19,14823,0.25,106.92342763328931,4.5
2020-05-20,14785,0.25,106.92342763328931,4.5
2020-05-26,14774,0.25,106.92342763328931,4.5
2020-05-27,14761,0.25,106.92342763328931,4.5
2020-05-28,14769,0.25,106.92342763328931,4.5
2020-05-29,14733,0.25,106.92342763328931,4.5
2020-06-02,14502,0.25,107.11588980302922,4.5
2020-06-03,14245,0.25,107.11588980302922,4.5
2020-06-04,14165,0.25,107.11588980302922,4.5
2020-06-05,14100,0.25,107.11588980302922,4.5
2020-06-08,13956,0.25,107.11588980302922,4.5
2020-06-09,13973,0.25,107.11588980302922,4.5
2020-06-10,14083,0.25,107.11588980302922,4.5
2020-06-11,14014,0.25,107.11588980302922,4.5
2020-06-12,14257,0.25,107.11588980302922,4.5
2020-06-15,14228,0.25,107.11588980302922,4.5
2020-06-16,14155,0.25,107.11588980302922,4.5
2020-06-17,14234,0.25,107.11588980302922,4.5
2020-06-18,14186,0.25,107.11588980302922,4.25
2020-06-19,14242,0.25,107.11588980302922,4.25
